2737,ISIAH GUERRA,4,9,1,7,3,5,10,0,3,0,5,10,5
2738,CORRINNE HUFFMAN,6,6,6,6,4,1,4,9,6,5,8,2,1
2739,CHONG BRYAN,10,5,10,4,7,8,8,3,4,2,10,0,3
2740,WILLIAN POLK,2,5,10,5,1,9,7,8,10,5,5,3,5
2741,TABITHA WALL,10,2,7,3,3,2,9,0,7,0,0,2,0
2742,WILLIAN LARSEN,9,9,1,3,3,1,7,1,9,1,3,8,3
2743,ROSALIND COTE,3,9,6,7,1,1,9,7,3,3,10,6,10
2744,DAN KISER,2,2,2,8,5,7,5,1,4,2,7,7,9
2745,FERNE WESTON,0,7,8,8,9,8,7,10,6,2,6,9,0
2746,SHANEKA GREGORY,9,9,9,5,7,10,7,8,1,1,0,1,7
2747,ROYCE LONG,9,6,9,0,2,5,6,8,9,4,5,2,9
2748,ARLENE MCCRACKEN,1,6,10,7,2,7,7,9,8,5,4,10,4
2749,VIVIENNE SALAZAR,7,8,2,2,0,9,10,0,0,5,2,0,0
2750,SHAMEKA VELASCO,0,4,4,4,9,2,5,8,9,5,1,3,3
2751,DAMIEN SCHULZ,2,3,0,7,10,1,6,1,10,6,6,5,8
2752,ARVILLA EDMONDS,7,7,3,9,7,7,0,5,3,3,1,7,5
2753,MAFALDA SOUZA,5,0,2,3,0,1,9,9,6,1,10,1,8
2754,BOYD BLANKENSHIP,4,8,2,3,0,6,1,6,5,2,5,6,1
2755,MARISA PARKS,8,1,4,1,7,1,4,10,6,7,6,4,10
2756,LUDIVINA EVERETT,9,2,8,6,6,4,0,1,6,10,9,1,7
2757,ERLINDA DRAKE,7,4,5,5,3,0,1,2,6,4,3,5,8
2758,KRISTEEN CASTANEDA,8,10,2,8,7,9,5,7,10,3,8,9,5
2759,TEQUILA INGRAM,5,7,2,5,7,1,6,6,10,9,9,0,5
2760,OLLIE HARTMAN,6,0,2,0,8,3,4,6,2,3,2,6,1
2761,ORVILLE PENNINGTON,4,2,0,6,8,8,0,8,5,8,10,2,1
2762,DEB SPIVEY,1,10,0,9,8,7,3,7,1,7,8,2,6
2763,FREDDIE JACOBSEN,9,6,10,6,2,8,4,5,10,5,6,9,4
2764,BERNARDA FINK,2,7,1,2,7,1,6,2,1,7,1,8,8
2765,LOYD SHARP,9,6,8,2,1,6,2,0,9,0,8,0,5
2766,HISAKO COVINGTON,3,9,2,9,8,4,0,6,1,6,8,3,1
2767,MARCELINA MALDONADO,1,6,4,0,1,5,2,4,1,7,5,6,3
2768,BRONWYN DIETZ,8,1,1,5,8,3,5,5,8,6,10,0,10
2769,SALVATORE SNIDER,2,7,7,0,6,2,5,4,5,1,10,4,3
2770,JESSE CASEY,0,0,3,3,3,6,10,10,5,5,10,5,8
2771,LEMUEL EDWARDS,0,3,5,1,5,6,1,4,5,1,3,10,5
2772,JACKIE CHU,9,8,1,10,8,4,8,0,5,7,1,7,6
2773,ASHLYN CORBETT,4,10,5,6,4,3,3,6,2,1,4,4,1
2774,ANNICE CORTES,6,10,4,9,9,8,4,1,6,9,5,1,6
2775,LARAE SWEET,6,2,7,5,4,5,8,10,2,10,6,9,6
2776,HARLEY HENDERSON,1,6,5,7,2,7,10,6,9,10,3,2,5
2777,SOCORRO FELDMAN,5,9,8,7,3,4,4,3,7,7,7,7,2
2778,CARLEEN CARVER,5,0,5,6,4,3,7,0,3,6,1,10,3
2779,GIL MALDONADO,7,2,2,4,5,4,1,8,4,2,5,2,10
2780,LILLIAM CODY,7,7,0,5,3,2,8,10,1,1,1,0,2
2781,ROBERTO MARTIN,1,8,9,5,2,4,9,5,9,4,4,8,1
2782,TONY BAUER,8,9,8,10,3,6,7,3,5,7,9,3,5
2783,OBDULIA MCMILLAN,8,4,10,5,4,9,1,6,0,6,8,10,2
2784,DODIE MATHEWS,5,7,8,9,1,3,8,4,0,6,2,1,4
2785,ROZELLA FLAHERTY,7,6,5,4,7,0,5,2,1,4,10,3,7
2786,NAIDA VEGA,7,8,4,10,5,9,0,1,4,2,3,6,0
2787,ABE ROMANO,2,3,6,10,9,1,10,7,5,7,1,3,7
2788,NATASHA RIDDLE,0,10,8,9,6,7,9,6,4,6,2,3,7
2789,REAGAN PERALTA,7,2,1,3,8,6,1,6,4,8,1,6,4
2790,TIMMY DUNHAM,5,5,10,6,2,1,3,4,8,4,5,1,6
2791,BRYAN BUTTS,10,10,8,1,2,8,3,10,1,0,7,9,5
2792,LASHAUN CHO,6,3,4,3,5,3,10,3,3,0,8,7,8
2793,ROXY QUEEN,8,8,10,0,5,3,5,6,7,2,2,8,4
2794,SHAQUANA MILLIGAN,3,2,1,1,7,0,2,10,10,9,6,8,3
2795,SHARELL HIDALGO,4,5,4,1,7,6,1,5,9,5,0,7,8
2796,VERN HERBERT,7,0,5,1,5,0,5,3,3,4,7,1,7
2797,RUPERT CARTWRIGHT,5,8,3,6,9,7,3,9,10,6,0,3,1
2798,TYLER CAUDILL,6,5,7,5,5,5,8,10,0,2,6,8,10
2799,OLA MCGEE,5,8,3,9,7,7,0,7,7,3,7,1,0
2800,FELICITAS PRESTON,3,0,3,8,4,3,1,3,7,5,3,4,10
2801,TUYET QUEEN,2,2,2,0,9,0,10,1,1,1,8,9,10
2802,SHANEKA FROST,5,0,3,1,10,0,0,0,1,2,9,10,2
2803,CLEMENTINE TOVAR,3,9,4,7,5,6,0,1,3,4,5,1,5
2804,LURLENE GOODRICH,9,5,0,5,7,2,7,7,5,4,6,5,10
2805,BELVA NEWELL,6,6,2,6,2,5,6,3,4,7,9,4,6
2806,NAOMA AVALOS,10,3,5,3,1,0,0,4,4,3,9,0,8
2807,LANE PARKS,7,1,0,2,1,0,5,9,8,5,0,4,5
2808,MARYETTA GORMAN,4,7,0,1,10,4,4,3,5,5,4,9,10
2809,KERRY COOK,9,3,5,2,0,5,9,7,2,8,1,9,0
2810,BRENTON HAMMER,1,10,5,3,4,5,1,10,2,0,10,8,0
2811,SHAKIRA CROCKER,5,5,0,5,9,5,2,4,8,0,4,1,3
2812,ELWANDA INGRAM,3,1,5,2,8,7,6,5,7,0,3,6,8
2813,BERNETTA WALDEN,7,7,9,10,9,9,10,5,5,8,8,10,8
2814,SHU CURTIS,1,4,0,7,5,5,2,10,2,7,9,5,5
2815,CINDA GREENBERG,2,1,2,6,0,8,6,8,0,2,0,8,10
2816,RAINA DRAKE,2,4,8,9,10,3,9,6,3,7,9,1,9
2817,CHANELLE GRANADOS,9,5,2,1,2,1,0,8,9,2,3,6,10
2818,JUDITH LUJAN,4,0,4,10,9,2,0,0,1,1,3,9,9
2819,TRESA CAREY,1,5,0,8,7,2,1,7,7,10,7,9,9
2820,CLYDE STANLEY,3,5,0,5,1,2,9,4,6,1,6,10,5
2821,MORGAN MCMILLAN,10,2,6,9,3,8,6,0,6,2,7,10,0
2822,REUBEN SPRAGUE,2,9,10,3,5,3,9,6,5,10,2,10,4
2823,MERLYN CARLISLE,2,9,8,3,7,5,7,5,3,6,3,0,8
2824,ARTIE COVINGTON,4,8,0,3,6,4,4,2,0,5,5,3,7
2825,NGA CASE,7,0,9,9,9,7,4,2,1,7,2,8,0
2826,BABETTE HUTTON,10,6,7,1,5,5,3,9,8,8,5,8,8
2827,JUNITA DUONG,9,8,8,2,5,5,1,6,0,6,9,9,7
2828,CRISTOPHER SHERMAN,0,7,5,1,4,5,2,6,0,5,7,7,5
2829,DELBERT GUSTAFSON,6,9,8,9,9,4,0,6,9,6,7,5,0
2830,CANDICE YOST,1,5,5,3,0,2,1,7,4,1,10,7,2
2831,DORTHY OHARA,6,6,9,7,2,8,2,10,6,7,8,0,10
2832,DAGMAR OLEARY,8,5,4,3,1,9,3,2,7,9,6,8,6
2833,LADY STREET,5,3,1,5,5,1,3,2,1,6,7,7,6
2834,ROBYN PADILLA,3,3,8,5,3,7,6,5,10,8,1,1,6
2835,JULIET PURCELL,0,5,5,1,5,3,10,9,8,8,9,9,1
2836,MYRTICE QUINONES,9,7,7,8,5,6,1,1,6,0,6,7,9
2837,DELTA EASON,6,0,9,7,7,2,3,0,6,1,7,4,6
2838,ARA BARRY,6,2,8,9,1,1,1,2,3,5,1,8,6
2839,LEEANNA SAUCEDO,2,0,7,1,8,7,1,7,8,8,4,5,9
2840,NADENE FRIEND,3,1,9,8,8,1,1,6,5,4,7,2,1
2841,MARYJANE PACE,6,1,7,1,9,1,5,5,0,1,1,9,3
2842,MOON MCWILLIAMS,3,7,8,3,10,5,5,8,2,9,1,5,3
2843,TRINA HAYS,5,1,4,3,8,1,10,10,1,9,6,8,5
2844,VESTA JUSTICE,10,4,4,10,10,7,8,9,7,9,5,7,3
2845,ROSAMOND HAYES,9,2,2,5,1,6,4,2,7,3,7,9,4
2846,MADALENE MACK,8,4,3,2,2,4,5,1,6,2,10,10,0
2847,MARQUERITE CANALES,9,6,6,5,8,7,0,5,7,1,8,5,5
2848,JOELLE LEYVA,8,10,10,8,0,3,9,5,6,2,10,8,10
2849,MOHAMMED ESQUIVEL,7,0,8,4,6,1,3,9,0,2,9,7,7
2850,FREDIA TRAVIS,1,8,3,4,8,1,0,8,4,8,4,5,6
2851,LLOYD AMES,5,9,1,6,4,0,6,6,7,8,0,1,3
2852,GOLDA MAXWELL,9,7,9,10,5,7,6,2,4,0,9,6,4
2853,LONNIE MCGRAW,0,10,6,4,2,3,10,9,4,10,8,0,3
2854,DAN CALDERON,4,1,10,2,0,5,5,8,9,2,8,1,3
2855,LIEN FERGUSON,3,6,5,4,9,8,5,8,0,3,3,10,0
2856,ARGELIA ARTHUR,9,1,8,10,10,3,6,5,8,7,10,7,1
2857,JASMIN VANG,5,6,4,0,9,7,9,4,7,10,9,1,2
2858,PAULA LOWE,6,8,10,7,5,1,4,9,10,5,6,0,9
2859,BRENDA CONNORS,1,2,10,0,2,4,7,6,4,5,4,10,10
2860,BRUNO WEBB,10,10,1,9,3,5,0,9,4,1,5,5,0
2861,ELA NOWAK,6,6,10,2,10,8,2,3,2,0,10,2,1
2862,JANENE SOLANO,4,6,0,9,5,1,9,5,3,10,2,3,0
2863,MALISSA MERRILL,4,1,10,0,2,9,2,2,4,0,9,4,2
2864,CLOTILDE GOMEZ,1,6,1,3,4,8,3,5,9,1,0,5,7
2865,GRAHAM HANKS,1,4,0,6,6,4,0,1,10,0,4,10,9
2866,MICKEY FLOYD,10,4,3,0,7,0,7,10,3,1,7,6,1
2867,LITA PENN,9,10,9,1,9,6,3,3,1,4,10,7,6
2868,ELDON WILLS,8,4,0,3,0,3,5,1,8,3,10,9,1
2869,TRAVIS TAPIA,4,6,1,5,4,5,9,6,10,10,8,5,9
2870,ONEIDA IVEY,0,6,3,5,0,8,9,8,7,5,1,4,5
2871,HYUN MAHER,8,8,3,0,9,1,8,5,8,3,10,6,1
2872,CATHERYN ZAMORA,2,10,1,5,9,5,4,2,9,8,8,7,3
2873,PAIGE KIMBALL,4,6,6,7,10,5,5,7,1,2,5,6,4
2874,RENE PETTIT,2,4,0,2,7,7,10,4,9,8,7,0,6
2875,EUGENE BLEVINS,8,0,1,1,1,0,6,4,8,2,9,2,10
2876,PIA AKERS,9,2,2,9,10,10,8,4,10,10,4,4,8
2877,STARR PATTERSON,8,1,6,7,7,7,2,5,2,4,3,9,0
2878,GILLIAN HANCOCK,4,9,1,0,1,0,1,10,4,5,10,2,10
2879,JUSTIN HORN,8,4,7,4,0,6,8,5,4,7,0,1,7
2880,WALLY PINA,3,7,0,4,3,9,4,6,1,4,6,3,1
2881,DIONNE CALLAHAN,5,2,7,10,0,9,2,4,3,8,1,5,2
2882,VIVA POTTS,1,3,8,10,10,6,3,7,7,6,0,1,2
2883,KAROLE MCINTYRE,5,8,8,7,7,0,2,5,5,7,10,1,9
2884,ARLYNE LI,1,0,1,5,0,3,9,9,9,8,7,10,2
2885,MADALENE ACKERMAN,5,10,4,3,8,6,9,0,6,4,3,9,10
2886,EFRAIN BRANDT,5,7,5,0,8,6,9,9,6,7,1,8,5
2887,ADELLA OLIVER,9,9,1,9,8,10,6,7,4,9,5,4,7
2888,MILLARD GAMEZ,4,9,6,9,2,0,10,0,1,2,10,0,5
2889,ELEONOR LIU,5,6,6,10,10,4,5,9,9,6,8,4,9
2890,ELLIS WOODY,7,10,7,7,3,0,1,4,7,8,8,4,10
2891,FLORRIE MACKEY,2,7,8,6,5,10,8,1,2,10,7,1,6
2892,TAYLOR PUCKETT,8,4,2,6,7,0,1,2,7,4,4,10,8
2893,DORETTA AVILES,5,1,5,1,1,1,3,5,3,8,5,10,10
2894,SAMIRA BOYCE,3,9,1,7,0,5,1,10,9,9,7,0,2
2895,DEWAYNE MURILLO,8,4,5,1,4,0,3,6,4,0,3,6,7
2896,GEORGE COX,9,8,7,4,1,7,9,0,1,3,4,9,8
2897,BIANCA BUTTS,9,5,5,8,8,9,6,5,2,4,5,7,10
2898,MINERVA ERNST,1,3,9,6,2,7,4,10,2,10,3,6,1
2899,PARIS LIGHT,8,5,0,0,10,4,4,2,0,10,1,10,8
2900,KARAN HATHAWAY,4,2,7,3,6,10,1,7,0,10,3,4,10
2901,YASMINE STOKES,2,5,5,10,3,5,1,9,2,8,3,7,1
2902,JOHANNE TRENT,6,4,6,7,5,0,5,2,6,5,2,8,10
2903,MANUEL BOYLE,5,2,2,10,1,4,7,0,3,9,3,5,8
2904,DALLAS ABEL,9,1,6,4,0,7,1,7,8,7,10,3,8
2905,DREMA FISH,4,1,6,1,7,7,3,7,9,0,1,9,8
2906,THANH ORR,3,9,1,6,3,7,4,9,6,6,3,0,7
2907,CHERRIE MIRANDA,4,8,3,0,2,9,8,1,4,5,5,9,3
2908,MISTY NAVARRO,1,2,8,2,0,8,3,8,5,6,2,0,7
2909,LASHONDA LANDRY,6,0,6,5,5,7,4,1,4,10,4,10,1
2910,DELBERT VARELA,5,7,5,7,6,4,1,2,0,4,10,2,8
2911,CHANEL LOGAN,7,0,0,5,8,5,8,10,10,2,2,0,0
2912,THERSA BUCKNER,3,2,6,1,10,6,7,10,9,5,1,8,3
2913,SHANTELL SORIANO,0,5,0,7,4,2,1,5,1,0,5,0,5
2914,PORSCHE SYLVESTER,2,4,8,3,7,9,1,7,4,8,2,7,4
2915,NERISSA BURKE,2,8,5,5,10,6,5,10,5,5,6,3,8
2916,LATASHA VILLEGAS,10,6,1,2,8,1,3,7,7,4,0,0,8
2917,JERROLD MOSS,1,0,6,7,2,6,9,4,8,3,4,9,0
2918,AMADA GRANT,9,5,3,5,10,5,6,2,3,4,9,3,0
2919,VERGIE MUNIZ,2,3,10,9,3,4,8,10,0,2,9,2,5
2920,GIDGET MEIER,10,10,8,6,6,1,6,1,1,10,5,8,4
2921,JEANETT KAY,3,8,4,7,9,0,10,5,8,5,6,7,5
2922,CARLINE NG,5,7,8,3,7,10,9,5,5,4,6,0,9
2923,LUCILLA SCHWARTZ,1,4,5,7,1,10,4,2,2,4,5,0,8
2924,VINCENT RING,2,10,10,6,6,0,6,4,8,10,9,4,0
2925,CHAYA SHORT,7,5,4,3,7,5,10,6,1,7,3,7,9
2926,KESHIA CORCORAN,4,2,6,7,0,9,1,8,1,4,1,1,8
2927,NICOLAS HUTCHINS,2,0,0,2,6,1,7,5,10,4,1,7,8
2928,SON ROSAS,3,8,6,5,5,7,2,5,6,7,3,4,0
2929,JESS SERRANO,4,8,3,10,8,9,1,3,9,4,3,2,0
2930,ERVIN FONTENOT,2,8,0,9,5,5,0,10,3,10,5,9,6
2931,FRANCE WAITE,3,9,10,0,3,8,6,2,0,8,0,3,5
2932,PROVIDENCIA WOODY,6,6,9,2,1,7,0,1,8,5,10,0,8
2933,MAURO TOBIN,10,4,6,10,0,6,1,8,10,2,9,8,0
2934,GILBERTO NICHOLSON,0,5,9,1,10,6,9,9,2,10,8,8,3
2935,CARROL SUMMERS,2,1,7,0,3,5,1,10,1,1,2,2,8
2936,KEIKO LIN,8,8,2,9,3,8,5,2,9,0,0,4,4
2937,TOBY MEYER,2,5,8,2,6,10,2,0,3,10,4,4,7
2938,RENETTA WILDER,5,6,9,6,7,8,0,10,2,7,8,6,5
2939,MALISA VOSS,7,1,8,7,9,8,9,5,4,2,1,1,2
2940,ELLIOTT WHITFIELD,1,6,0,7,0,7,0,10,5,8,8,10,10
2941,CRISTINA PINTO,7,6,3,5,6,7,4,4,0,3,2,1,4
2942,BELLE HO,8,6,8,7,10,4,9,1,8,6,8,0,3
2943,GIUSEPPINA HEWITT,10,9,3,6,7,0,6,2,1,4,1,9,7
2944,ZENA PAULSON,0,9,10,4,9,4,10,3,2,4,7,9,3
2945,PARTICIA STUBBS,9,2,6,6,5,5,7,10,2,4,5,6,4
2946,HARRY WEBER,10,4,0,6,0,6,9,6,10,1,10,4,2
2947,BRITTNEY GILES,10,6,0,7,4,5,3,9,8,9,6,2,5
2948,AJA CHEN,1,4,9,6,5,2,9,10,10,5,1,7,5
2949,BENNETT PADILLA,0,6,9,0,5,10,5,2,2,7,2,1,2
2950,BARTON GARZA,5,0,8,1,6,1,10,7,0,10,6,2,0
2951,ROGELIO LEON,1,6,7,4,10,4,7,2,1,1,1,6,7
2952,DESIRE MCGOWAN,0,1,8,10,5,7,6,0,0,9,6,6,1
2953,TERRESA GREER,6,3,1,5,5,2,1,10,0,9,6,2,8
2954,VONCILE COTE,3,4,2,7,8,5,9,3,6,3,1,4,1
2955,BRADY SINGLETON,1,2,1,7,1,2,0,1,10,1,0,9,6
2956,PEGGY MATHIS,3,2,0,7,1,7,4,0,2,1,2,7,0
2957,BURT BAGLEY,2,1,8,4,4,3,10,2,3,0,10,1,6
2958,ELLY HENSLEY,9,5,8,1,10,9,1,0,6,0,1,1,8
2959,TIANNA BAKER,3,10,7,9,5,10,9,7,5,1,2,7,9
2960,WES MARINO,4,10,3,0,10,1,7,4,7,9,9,10,10
2961,GEORGIANNA HENRY,2,1,10,9,8,1,10,5,5,3,4,9,6
2962,KAMILAH IRWIN,3,0,0,3,1,1,1,6,4,4,8,0,6
2963,INELL PATEL,7,0,3,8,5,3,7,3,3,0,7,5,3
2964,LIANE ELDER,9,6,2,10,10,7,0,2,7,3,2,10,7
2965,GEORGEANN LANE,4,8,3,3,8,10,8,10,5,7,9,2,8
2966,SHU DUKES,3,4,6,8,0,1,10,0,6,6,6,8,3
2967,DENITA HOSKINS,7,10,10,4,6,4,0,8,9,3,6,6,8
2968,KENYATTA TERRY,9,1,10,0,6,6,6,0,0,5,9,6,8
2969,LEONORE CRAIG,5,3,7,10,10,10,0,2,5,1,5,2,0
2970,ILA HAY,1,1,7,6,1,0,4,2,2,4,8,6,3
2971,MAC FRANCIS,9,1,4,3,0,2,3,10,3,3,7,2,3
2972,GABRIEL VILLA,1,0,7,10,9,8,4,3,6,6,4,3,8
2973,CRISTINA WALLS,3,10,4,7,9,10,7,7,3,7,10,10,6
2974,GINGER LANCASTER,7,5,3,8,1,0,9,8,4,10,9,1,0
2975,MARIANO NORMAN,3,4,0,2,1,4,3,8,5,3,1,2,9
2976,YOLONDA CHAVEZ,10,7,1,3,4,4,5,6,7,1,7,5,8
2977,MANDIE FOUNTAIN,0,6,6,7,9,7,9,4,0,9,0,3,2
2978,DELOIS FARR,2,1,5,2,2,0,4,1,0,10,0,5,8
2979,STEVEN KNOX,0,4,0,3,3,10,1,8,3,6,4,10,9
2980,CONNIE PUCKETT,10,2,10,7,7,4,2,10,0,5,2,1,3
2981,JOLYNN DELATORRE,0,7,1,0,2,4,9,3,6,4,8,5,0
2982,SANDY CHU,4,5,1,10,2,4,7,2,5,5,4,6,5
2983,WINONA SPRINGER,5,5,6,7,9,10,10,8,8,4,2,0,6
2984,TESSIE DAY,10,1,9,9,7,2,7,6,8,0,0,0,1
2985,CONRAD HUTCHISON,6,9,5,10,3,9,7,1,8,2,4,1,1
2986,VANIA HARDING,9,0,2,10,8,4,5,7,0,4,8,4,7
2987,DORIS RUIZ,5,0,4,0,6,1,6,9,10,9,10,2,3
2988,MINH MCQUEEN,7,3,3,4,6,1,1,1,9,5,8,2,10
2989,ALVERTA LAY,8,7,3,9,5,10,5,3,8,6,7,3,6
2990,TIANNA RATLIFF,5,9,2,5,4,9,9,0,5,9,6,3,6
2991,NOREEN MARINO,2,2,6,2,9,6,10,5,10,2,0,6,7
2992,LUCIENNE EGAN,8,6,8,9,2,0,2,0,4,3,9,5,7
2993,CRISTY MCINTYRE,6,7,3,2,9,6,4,3,5,3,3,7,8
2994,YASUKO LACY,2,0,5,9,3,6,10,7,7,8,9,7,6
2995,LYNDSEY FINCH,5,0,0,5,3,7,1,4,1,3,10,2,1
2996,LARAINE CRAMER,1,7,10,1,3,1,0,0,8,4,6,2,5
2997,DORIA CARSON,4,7,7,6,4,7,9,9,10,5,3,2,10
2998,RICH TACKETT,0,10,7,7,2,7,3,7,3,9,7,1,8
2999,EVELINE ROMERO,9,1,7,4,8,6,7,6,8,10,9,8,8
3000,BRIAN PAZ,0,0,2,1,2,4,3,0,4,3,3,9,1
3001,ALLYSON ALLISON,2,2,2,0,1,3,1,3,1,4,8,7,3
3002,SALLEY GREENWOOD,7,4,8,6,4,7,3,2,0,8,9,1,1
3003,BRENNA BLANKENSHIP,0,5,5,6,6,0,2,8,6,4,0,3,4
3004,GENA MOTT,8,5,7,3,0,6,1,6,5,7,8,4,3
3005,KIRA ROUSE,9,4,9,4,7,8,0,7,1,10,5,1,3
3006,NYLA HUANG,4,8,6,7,5,7,0,5,7,0,6,2,9
3007,CASEY VINSON,4,6,2,7,0,7,0,1,2,8,1,9,0
3008,IN SOLOMON,7,9,4,5,0,6,3,7,5,7,4,2,10
3009,LUCINA MORELAND,4,10,2,6,6,3,4,7,10,6,4,3,3
3010,MELVIN WYATT,2,7,9,8,7,7,2,4,1,9,5,9,1
3011,PABLO WOODARD,1,10,6,6,2,2,3,5,2,9,5,1,1
3012,KALLIE BURKS,0,7,2,5,4,2,7,1,4,0,2,7,2
3013,CLEORA ALBRECHT,9,9,1,5,1,1,10,8,8,7,6,7,9
3014,LAURETTA CARDONA,3,4,0,2,5,2,8,2,7,10,6,3,4
3015,EARLENE JACOBSON,4,6,5,2,0,1,4,4,1,7,3,3,5
3016,MARYELLEN HICKMAN,1,3,3,8,3,1,10,6,9,8,7,10,4
3017,TEMPLE PRATT,1,9,1,1,0,10,5,5,0,4,2,6,0
3018,ERICKA HURTADO,7,10,4,7,2,1,1,1,6,6,7,10,9
3019,GREGORIO WOMACK,1,8,0,5,4,6,2,4,5,2,7,1,4
3020,FARRAH BABCOCK,2,0,8,2,1,9,2,4,6,3,4,5,7
3021,ARLETHA GREER,7,7,2,9,4,7,2,7,4,10,1,6,9
3022,NELLA PINTO,10,4,1,0,8,1,10,1,6,5,9,8,0
3023,JAQUELINE STAPLETON,3,8,9,9,9,10,6,1,8,7,6,7,8
3024,SAM JACKSON,8,10,8,1,3,1,3,6,5,0,4,8,2
3025,ELANE MCINTOSH,2,0,2,8,3,2,10,2,7,1,3,2,10
3026,TAMEKA CORBIN,8,6,2,9,9,9,4,7,10,9,10,4,6
3027,JESSIE MOSER,7,7,4,5,8,7,3,8,6,4,8,7,8
3028,LARRY ALVAREZ,1,2,2,3,4,6,5,8,5,2,7,4,3
3029,JULES CHEN,1,9,10,1,10,1,0,1,0,2,7,3,8
3030,BUENA MCDOWELL,8,4,8,5,9,8,5,6,8,1,8,3,4
3031,MAGALY BROUSSARD,5,7,5,5,3,3,8,7,0,4,1,6,8
3032,LORENZO WOODY,2,4,2,8,8,0,1,2,0,10,5,0,1
3033,EDIE HOWE,2,4,8,10,1,8,3,9,3,10,1,3,1
3034,LAKESHA BURT,6,1,0,4,2,6,2,1,6,4,0,3,10
3035,HENRIETTA DUNCAN,2,7,1,1,10,1,5,5,2,2,3,10,2
3036,CHARA LUGO,2,4,7,4,2,0,1,1,5,8,7,8,5
3037,CHANTAY WADE,10,2,8,2,7,9,5,3,3,5,9,9,2
3038,ROCIO HOLLIDAY,9,7,2,1,2,9,6,5,2,4,8,5,8
3039,MANUAL VERNON,4,5,2,7,6,4,3,10,3,7,9,0,0
3040,JULIANN CHILDERS,8,6,3,7,6,6,10,3,7,7,9,7,7
3041,DEANGELO RASMUSSEN,5,6,4,0,3,4,7,1,4,8,10,2,0
3042,DORETTA KELLEY,0,6,7,4,7,7,9,0,9,4,6,6,5
3043,VIRGILIO HUNT,5,2,7,10,4,1,2,3,8,3,3,8,9
3044,SHAY DARLING,5,8,9,6,3,9,0,1,9,10,7,0,3
3045,NOLAN CLAYTON,4,1,2,7,3,1,10,7,4,8,0,10,1
3046,SANDA DICKERSON,6,1,5,0,5,0,9,8,6,0,10,5,8
3047,KEVA KOEHLER,0,8,10,9,5,9,7,7,1,7,7,4,2
3048,CARMELLA MAYS,0,9,10,9,5,5,8,9,10,7,1,1,6
3049,DEANDREA CLIFTON,6,9,7,3,0,2,0,8,7,7,10,7,1
3050,JANISE PUTNAM,1,0,9,2,9,1,4,8,0,9,0,3,6
3051,CHERY COSTA,1,4,9,9,10,3,9,6,3,1,7,0,0
3052,DION COLLINS,9,8,10,2,6,0,1,1,5,9,2,9,10
3053,BRITNI BOWER,10,7,9,1,5,9,10,0,3,1,10,4,10
3054,NICOLLE BOWDEN,7,3,5,9,5,9,2,3,10,0,3,3,5
3055,MAN RODRIGUEZ,2,8,6,9,6,9,7,2,7,5,3,7,8
3056,AIDA DUMAS,9,6,7,6,9,0,3,9,2,4,0,3,10
3057,VIVIENNE IVEY,3,2,7,7,9,6,8,8,0,8,2,1,9
3058,TOMIKO CANTU,1,10,4,6,8,2,4,5,1,4,1,6,10
3059,PAMELA BOWMAN,5,1,7,2,3,10,10,10,9,4,5,8,10
3060,RAMIRO HUTTON,5,2,4,7,3,2,0,10,7,0,10,8,10
3061,ANIKA BOWER,4,5,9,0,6,9,3,10,9,9,6,7,8
3062,KOREY BARRON,2,3,6,6,4,4,4,6,5,0,5,1,0
3063,KITTY ESCOBEDO,1,8,8,10,9,10,9,1,4,10,5,8,4
3064,MAEGAN JOSEPH,7,1,1,6,3,4,6,6,10,8,9,0,2
3065,BARNEY GILLESPIE,0,9,5,2,10,6,8,1,9,5,3,0,6
3066,LIBERTY KUHN,6,3,6,0,9,10,2,1,2,7,2,5,3
3067,MARIELA MEREDITH,10,1,2,9,9,8,8,10,2,9,10,10,0
3068,LUELLA GAMBLE,6,9,6,3,0,0,4,7,0,9,6,0,0
3069,WESTON SWEENEY,5,6,7,5,2,3,5,6,4,8,10,10,0
3070,DORI DODSON,6,4,3,0,2,2,8,9,7,1,8,10,10
3071,IRENA MCCORD,4,5,2,5,3,0,1,7,5,0,3,10,5
3072,CANDYCE HEARD,0,9,7,3,2,7,6,0,4,9,8,6,2
3073,KAREN CARTWRIGHT,2,2,10,1,6,7,4,2,3,8,2,2,10
3074,ANGILA PUCKETT,7,7,4,3,0,8,3,2,6,9,1,6,9
3075,CARLETTA CARDONA,6,3,2,4,6,1,1,5,2,7,1,6,4
3076,ABDUL GRIFFIN,2,5,6,2,3,4,0,2,0,7,4,9,10
3077,AMEE HEARD,8,9,10,7,4,5,8,3,3,8,6,0,4
3078,LUIS ARNOLD,10,10,4,6,5,1,1,2,5,4,6,5,5
3079,NU PARRISH,9,5,7,10,3,8,0,7,5,8,5,7,2
3080,CONCETTA BOYD,0,4,5,7,1,8,7,8,10,3,9,4,7
3081,KATHERINE CABRERA,9,8,6,7,3,7,0,4,9,4,2,10,3
3082,ILEANA BELCHER,8,1,6,10,8,6,4,1,3,8,6,9,6
3083,TENESHA BOGGS,9,1,0,8,0,7,2,8,7,4,1,5,4
3084,GEMA FERREIRA,8,1,0,4,3,3,9,2,8,2,2,0,4
3085,JANETT COLE,1,10,7,4,4,7,3,1,4,5,2,8,5
3086,TREVA HARTLEY,0,3,5,5,2,2,7,6,10,1,6,10,7
